Total:	165794	532	1243	123585
Total:	165794	479	1246	121370
Total:	165794	474	1237	121496
Total:	165794	517	1241	125345
Total:	165794	484	1241	121150
Total:	165794	534	1238	122814
Total:	165794	525	1243	123107
Total:	165794	454	1228	120069
Total:	165794	439	1230	120271
Total:	165794	476	1240	121250
